text,translation,language,category,label
سویرے سکول جاواں گا,I will go to سکول in سویرے,punjabi,complex,1
دوپہر سکول جاواں گا,I will go to سکول in دوپہر,punjabi,complex,1
شام سکول جاواں گا,I will go to سکول in شام,punjabi,complex,1
رات سکول جاواں گا,I will go to سکول in رات,punjabi,complex,1
ہن سکول جاواں گا,I will go to سکول in ہن,punjabi,complex,1
کل سکول جاواں گا,I will go to سکول in کل,punjabi,complex,1
پرسوں سکول جاواں گا,I will go to سکول in پرسوں,punjabi,complex,1
سویرے ہسپتال جاواں گا,I will go to ہسپتال in سویرے,punjabi,complex,1
دوپہر ہسپتال جاواں گا,I will go to ہسپتال in دوپہر,punjabi,complex,1
شام ہسپتال جاواں گا,I will go to ہسپتال in شام,punjabi,complex,1
رات ہسپتال جاواں گا,I will go to ہسپتال in رات,punjabi,complex,1
ہن ہسپتال جاواں گا,I will go to ہسپتال in ہن,punjabi,complex,1
کل ہسپتال جاواں گا,I will go to ہسپتال in کل,punjabi,complex,1
پرسوں ہسپتال جاواں گا,I will go to ہسپتال in پرسوں,punjabi,complex,1
سویرے دفتر جاواں گا,I will go to دفتر in سویرے,punjabi,complex,1
دوپہر دفتر جاواں گا,I will go to دفتر in دوپہر,punjabi,complex,1
شام دفتر جاواں گا,I will go to دفتر in شام,punjabi,complex,1
رات دفتر جاواں گا,I will go to دفتر in رات,punjabi,complex,1
ہن دفتر جاواں گا,I will go to دفتر in ہن,punjabi,complex,1
کل دفتر جاواں گا,I will go to دفتر in کل,punjabi,complex,1
پرسوں دفتر جاواں گا,I will go to دفتر in پرسوں,punjabi,complex,1
سویرے پنڈ جاواں گا,I will go to پنڈ in سویرے,punjabi,complex,1
دوپہر پنڈ جاواں گا,I will go to پنڈ in دوپہر,punjabi,complex,1
شام پنڈ جاواں گا,I will go to پنڈ in شام,punjabi,complex,1
رات پنڈ جاواں گا,I will go to پنڈ in رات,punjabi,complex,1
ہن پنڈ جاواں گا,I will go to پنڈ in ہن,punjabi,complex,1
کل پنڈ جاواں گا,I will go to پنڈ in کل,punjabi,complex,1
پرسوں پنڈ جاواں گا,I will go to پنڈ in پرسوں,punjabi,complex,1
سویرے شہر جاواں گا,I will go to شہر in سویرے,punjabi,complex,1
دوپہر شہر جاواں گا,I will go to شہر in دوپہر,punjabi,complex,1
شام شہر جاواں گا,I will go to شہر in شام,punjabi,complex,1
رات شہر جاواں گا,I will go to شہر in رات,punjabi,complex,1
ہن شہر جاواں گا,I will go to شہر in ہن,punjabi,complex,1
کل شہر جاواں گا,I will go to شہر in کل,punjabi,complex,1
پرسوں شہر جاواں گا,I will go to شہر in پرسوں,punjabi,complex,1
سویرے مسیت جاواں گا,I will go to مسیت in سویرے,punjabi,complex,1
دوپہر مسیت جاواں گا,I will go to مسیت in دوپہر,punjabi,complex,1
شام مسیت جاواں گا,I will go to مسیت in شام,punjabi,complex,1
رات مسیت جاواں گا,I will go to مسیت in رات,punjabi,complex,1
ہن مسیت جاواں گا,I will go to مسیت in ہن,punjabi,complex,1
کل مسیت جاواں گا,I will go to مسیت in کل,punjabi,complex,1
پرسوں مسیت جاواں گا,I will go to مسیت in پرسوں,punjabi,complex,1
سویرے گرجا جاواں گا,I will go to گرجا in سویرے,punjabi,complex,1
دوپہر گرجا جاواں گا,I will go to گرجا in دوپہر,punjabi,complex,1
شام گرجا جاواں گا,I will go to گرجا in شام,punjabi,complex,1
رات گرجا جاواں گا,I will go to گرجا in رات,punjabi,complex,1
ہن گرجا جاواں گا,I will go to گرجا in ہن,punjabi,complex,1
کل گرجا جاواں گا,I will go to گرجا in کل,punjabi,complex,1
پرسوں گرجا جاواں گا,I will go to گرجا in پرسوں,punjabi,complex,1
سویرے کالج جاواں گا,I will go to کالج in سویرے,punjabi,complex,1
دوپہر کالج جاواں گا,I will go to کالج in دوپہر,punjabi,complex,1
شام کالج جاواں گا,I will go to کالج in شام,punjabi,complex,1
رات کالج جاواں گا,I will go to کالج in رات,punjabi,complex,1
ہن کالج جاواں گا,I will go to کالج in ہن,punjabi,complex,1
کل کالج جاواں گا,I will go to کالج in کل,punjabi,complex,1
پرسوں کالج جاواں گا,I will go to کالج in پرسوں,punjabi,complex,1
سویرے مال جاواں گا,I will go to مال in سویرے,punjabi,complex,1
دوپہر مال جاواں گا,I will go to مال in دوپہر,punjabi,complex,1
شام مال جاواں گا,I will go to مال in شام,punjabi,complex,1
رات مال جاواں گا,I will go to مال in رات,punjabi,complex,1
ہن مال جاواں گا,I will go to مال in ہن,punjabi,complex,1
کل مال جاواں گا,I will go to مال in کل,punjabi,complex,1
پرسوں مال جاواں گا,I will go to مال in پرسوں,punjabi,complex,1
سویرے ہوٹل جاواں گا,I will go to ہوٹل in سویرے,punjabi,complex,1
دوپہر ہوٹل جاواں گا,I will go to ہوٹل in دوپہر,punjabi,complex,1
شام ہوٹل جاواں گا,I will go to ہوٹل in شام,punjabi,complex,1
رات ہوٹل جاواں گا,I will go to ہوٹل in رات,punjabi,complex,1
ہن ہوٹل جاواں گا,I will go to ہوٹل in ہن,punjabi,complex,1
کل ہوٹل جاواں گا,I will go to ہوٹل in کل,punjabi,complex,1
پرسوں ہوٹل جاواں گا,I will go to ہوٹل in پرسوں,punjabi,complex,1
سویرے ریستوراں جاواں گا,I will go to ریستوراں in سویرے,punjabi,complex,1
دوپہر ریستوراں جاواں گا,I will go to ریستوراں in دوپہر,punjabi,complex,1
شام ریستوراں جاواں گا,I will go to ریستوراں in شام,punjabi,complex,1
رات ریستوراں جاواں گا,I will go to ریستوراں in رات,punjabi,complex,1
ہن ریستوراں جاواں گا,I will go to ریستوراں in ہن,punjabi,complex,1
کل ریستوراں جاواں گا,I will go to ریستوراں in کل,punjabi,complex,1
پرسوں ریستوراں جاواں گا,I will go to ریستوراں in پرسوں,punjabi,complex,1
سویرے سٹیشن جاواں گا,I will go to سٹیشن in سویرے,punjabi,complex,1
دوپہر سٹیشن جاواں گا,I will go to سٹیشن in دوپہر,punjabi,complex,1
شام سٹیشن جاواں گا,I will go to سٹیشن in شام,punjabi,complex,1
رات سٹیشن جاواں گا,I will go to سٹیشن in رات,punjabi,complex,1
ہن سٹیشن جاواں گا,I will go to سٹیشن in ہن,punjabi,complex,1
کل سٹیشن جاواں گا,I will go to سٹیشن in کل,punjabi,complex,1
پرسوں سٹیشن جاواں گا,I will go to سٹیشن in پرسوں,punjabi,complex,1
سویرے ایئرپورٹ جاواں گا,I will go to ایئرپورٹ in سویرے,punjabi,complex,1
دوپہر ایئرپورٹ جاواں گا,I will go to ایئرپورٹ in دوپہر,punjabi,complex,1
شام ایئرپورٹ جاواں گا,I will go to ایئرپورٹ in شام,punjabi,complex,1
رات ایئرپورٹ جاواں گا,I will go to ایئرپورٹ in رات,punjabi,complex,1
ہن ایئرپورٹ جاواں گا,I will go to ایئرپورٹ in ہن,punjabi,complex,1
کل ایئرپورٹ جاواں گا,I will go to ایئرپورٹ in کل,punjabi,complex,1
پرسوں ایئرپورٹ جاواں گا,I will go to ایئرپورٹ in پرسوں,punjabi,complex,1
سویرے کھیت جاواں گا,I will go to کھیت in سویرے,punjabi,complex,1
دوپہر کھیت جاواں گا,I will go to کھیت in دوپہر,punjabi,complex,1
شام کھیت جاواں گا,I will go to کھیت in شام,punjabi,complex,1
رات کھیت جاواں گا,I will go to کھیت in رات,punjabi,complex,1
ہن کھیت جاواں گا,I will go to کھیت in ہن,punjabi,complex,1
کل کھیت جاواں گا,I will go to کھیت in کل,punjabi,complex,1
پرسوں کھیت جاواں گا,I will go to کھیت in پرسوں,punjabi,complex,1
سویرے ٹھیلہ جاواں گا,I will go to ٹھیلہ in سویرے,punjabi,complex,1
دوپہر ٹھیلہ جاواں گا,I will go to ٹھیلہ in دوپہر,punjabi,complex,1
شام ٹھیلہ جاواں گا,I will go to ٹھیلہ in شام,punjabi,complex,1
رات ٹھیلہ جاواں گا,I will go to ٹھیلہ in رات,punjabi,complex,1
ہن ٹھیلہ جاواں گا,I will go to ٹھیلہ in ہن,punjabi,complex,1
کل ٹھیلہ جاواں گا,I will go to ٹھیلہ in کل,punjabi,complex,1
پرسوں ٹھیلہ جاواں گا,I will go to ٹھیلہ in پرسوں,punjabi,complex,1
سویرے گلی جاواں گا,I will go to گلی in سویرے,punjabi,complex,1
دوپہر گلی جاواں گا,I will go to گلی in دوپہر,punjabi,complex,1
شام گلی جاواں گا,I will go to گلی in شام,punjabi,complex,1
رات گلی جاواں گا,I will go to گلی in رات,punjabi,complex,1
ہن گلی جاواں گا,I will go to گلی in ہن,punjabi,complex,1
کل گلی جاواں گا,I will go to گلی in کل,punjabi,complex,1
پرسوں گلی جاواں گا,I will go to گلی in پرسوں,punjabi,complex,1
لال کتاب,لال کتاب,punjabi,description,1
لال قلم,لال قلم,punjabi,description,1
لال موبائل,لال موبائل,punjabi,description,1
لال گڈی,لال گڈی,punjabi,description,1
لال سائیکل,لال سائیکل,punjabi,description,1
لال کپڑے,لال کپڑے,punjabi,description,1
لال جتیاں,لال جتیاں,punjabi,description,1
نیلا کتاب,نیلا کتاب,punjabi,description,1
نیلا قلم,نیلا قلم,punjabi,description,1
نیلا موبائل,نیلا موبائل,punjabi,description,1
نیلا گڈی,نیلا گڈی,punjabi,description,1
نیلا سائیکل,نیلا سائیکل,punjabi,description,1
نیلا کپڑے,نیلا کپڑے,punjabi,description,1
نیلا جتیاں,نیلا جتیاں,punjabi,description,1
ہرا کتاب,ہرا کتاب,punjabi,description,1
ہرا قلم,ہرا قلم,punjabi,description,1
ہرا موبائل,ہرا موبائل,punjabi,description,1
ہرا گڈی,ہرا گڈی,punjabi,description,1
ہرا سائیکل,ہرا سائیکل,punjabi,description,1
ہرا کپڑے,ہرا کپڑے,punjabi,description,1
ہرا جتیاں,ہرا جتیاں,punjabi,description,1
پیلا کتاب,پیلا کتاب,punjabi,description,1
پیلا قلم,پیلا قلم,punjabi,description,1
پیلا موبائل,پیلا موبائل,punjabi,description,1
پیلا گڈی,پیلا گڈی,punjabi,description,1
پیلا سائیکل,پیلا سائیکل,punjabi,description,1
پیلا کپڑے,پیلا کپڑے,punjabi,description,1
پیلا جتیاں,پیلا جتیاں,punjabi,description,1
کالا کتاب,کالا کتاب,punjabi,description,1
کالا قلم,کالا قلم,punjabi,description,1
کالا موبائل,کالا موبائل,punjabi,description,1
کالا گڈی,کالا گڈی,punjabi,description,1
کالا سائیکل,کالا سائیکل,punjabi,description,1
کالا کپڑے,کالا کپڑے,punjabi,description,1
کالا جتیاں,کالا جتیاں,punjabi,description,1
چٹا کتاب,چٹا کتاب,punjabi,description,1
چٹا قلم,چٹا قلم,punjabi,description,1
چٹا موبائل,چٹا موبائل,punjabi,description,1
چٹا گڈی,چٹا گڈی,punjabi,description,1
چٹا سائیکل,چٹا سائیکل,punjabi,description,1
چٹا کپڑے,چٹا کپڑے,punjabi,description,1
چٹا جتیاں,چٹا جتیاں,punjabi,description,1
گلابی کتاب,گلابی کتاب,punjabi,description,1
گلابی قلم,گلابی قلم,punjabi,description,1
گلابی موبائل,گلابی موبائل,punjabi,description,1
گلابی گڈی,گلابی گڈی,punjabi,description,1
گلابی سائیکل,گلابی سائیکل,punjabi,description,1
گلابی کپڑے,گلابی کپڑے,punjabi,description,1
گلابی جتیاں,گلابی جتیاں,punjabi,description,1
احمد کی کر رہیا اے؟,احمد کی کر رہیا اے؟,punjabi,question,1
احمد کتھے گیا؟,احمد کتھے گیا؟,punjabi,question,1
احمد کدوں آوے گا؟,احمد کدوں آوے گا؟,punjabi,question,1
احمد کیوں نئیں آیا؟,احمد کیوں نئیں آیا؟,punjabi,question,1
فاطمہ کی کر رہیا اے؟,فاطمہ کی کر رہیا اے؟,punjabi,question,1
فاطمہ کتھے گیا؟,فاطمہ کتھے گیا؟,punjabi,question,1
فاطمہ کدوں آوے گا؟,فاطمہ کدوں آوے گا؟,punjabi,question,1
فاطمہ کیوں نئیں آیا؟,فاطمہ کیوں نئیں آیا؟,punjabi,question,1
علی کی کر رہیا اے؟,علی کی کر رہیا اے؟,punjabi,question,1
علی کتھے گیا؟,علی کتھے گیا؟,punjabi,question,1
علی کدوں آوے گا؟,علی کدوں آوے گا؟,punjabi,question,1
علی کیوں نئیں آیا؟,علی کیوں نئیں آیا؟,punjabi,question,1
عائشہ کی کر رہیا اے؟,عائشہ کی کر رہیا اے؟,punjabi,question,1
عائشہ کتھے گیا؟,عائشہ کتھے گیا؟,punjabi,question,1
عائشہ کدوں آوے گا؟,عائشہ کدوں آوے گا؟,punjabi,question,1
عائشہ کیوں نئیں آیا؟,عائشہ کیوں نئیں آیا؟,punjabi,question,1
یوسف کی کر رہیا اے؟,یوسف کی کر رہیا اے؟,punjabi,question,1
یوسف کتھے گیا؟,یوسف کتھے گیا؟,punjabi,question,1
یوسف کدوں آوے گا؟,یوسف کدوں آوے گا؟,punjabi,question,1
یوسف کیوں نئیں آیا؟,یوسف کیوں نئیں آیا؟,punjabi,question,1
حسن کی کر رہیا اے؟,حسن کی کر رہیا اے؟,punjabi,question,1
حسن کتھے گیا؟,حسن کتھے گیا؟,punjabi,question,1
حسن کدوں آوے گا؟,حسن کدوں آوے گا؟,punjabi,question,1
حسن کیوں نئیں آیا؟,حسن کیوں نئیں آیا؟,punjabi,question,1
زینب کی کر رہیا اے؟,زینب کی کر رہیا اے؟,punjabi,question,1
زینب کتھے گیا؟,زینب کتھے گیا؟,punjabi,question,1
زینب کدوں آوے گا؟,زینب کدوں آوے گا؟,punjabi,question,1
زینب کیوں نئیں آیا؟,زینب کیوں نئیں آیا؟,punjabi,question,1
عمر کی کر رہیا اے؟,عمر کی کر رہیا اے؟,punjabi,question,1
عمر کتھے گیا؟,عمر کتھے گیا؟,punjabi,question,1
عمر کدوں آوے گا؟,عمر کدوں آوے گا؟,punjabi,question,1
عمر کیوں نئیں آیا؟,عمر کیوں نئیں آیا؟,punjabi,question,1
سارہ کی کر رہیا اے؟,سارہ کی کر رہیا اے؟,punjabi,question,1
سارہ کتھے گیا؟,سارہ کتھے گیا؟,punjabi,question,1
سارہ کدوں آوے گا؟,سارہ کدوں آوے گا؟,punjabi,question,1
سارہ کیوں نئیں آیا؟,سارہ کیوں نئیں آیا؟,punjabi,question,1
بلال کی کر رہیا اے؟,بلال کی کر رہیا اے؟,punjabi,question,1
بلال کتھے گیا؟,بلال کتھے گیا؟,punjabi,question,1
بلال کدوں آوے گا؟,بلال کدوں آوے گا؟,punjabi,question,1
بلال کیوں نئیں آیا؟,بلال کیوں نئیں آیا؟,punjabi,question,1
ماریہ کی کر رہیا اے؟,ماریہ کی کر رہیا اے؟,punjabi,question,1
ماریہ کتھے گیا؟,ماریہ کتھے گیا؟,punjabi,question,1
ماریہ کدوں آوے گا؟,ماریہ کدوں آوے گا؟,punjabi,question,1
ماریہ کیوں نئیں آیا؟,ماریہ کیوں نئیں آیا؟,punjabi,question,1
طارق کی کر رہیا اے؟,طارق کی کر رہیا اے؟,punjabi,question,1
طارق کتھے گیا؟,طارق کتھے گیا؟,punjabi,question,1
طارق کدوں آوے گا؟,طارق کدوں آوے گا؟,punjabi,question,1
طارق کیوں نئیں آیا؟,طارق کیوں نئیں آیا؟,punjabi,question,1
نادیہ کی کر رہیا اے؟,نادیہ کی کر رہیا اے؟,punjabi,question,1
نادیہ کتھے گیا؟,نادیہ کتھے گیا؟,punjabi,question,1
نادیہ کدوں آوے گا؟,نادیہ کدوں آوے گا؟,punjabi,question,1
نادیہ کیوں نئیں آیا؟,نادیہ کیوں نئیں آیا؟,punjabi,question,1
کامران کی کر رہیا اے؟,کامران کی کر رہیا اے؟,punjabi,question,1
کامران کتھے گیا؟,کامران کتھے گیا؟,punjabi,question,1
کامران کدوں آوے گا؟,کامران کدوں آوے گا؟,punjabi,question,1
کامران کیوں نئیں آیا؟,کامران کیوں نئیں آیا؟,punjabi,question,1
اک,1,punjabi,number,1
اک روپئے,1 rupees,punjabi,money,1
دو,2,punjabi,number,1
دو روپئے,2 rupees,punjabi,money,1
ترے,3,punjabi,number,1
ترے روپئے,3 rupees,punjabi,money,1
چار,4,punjabi,number,1
چار روپئے,4 rupees,punjabi,money,1
پنج,5,punjabi,number,1
پنج روپئے,5 rupees,punjabi,money,1
چھے,6,punjabi,number,1
چھے روپئے,6 rupees,punjabi,money,1
ست,7,punjabi,number,1
ست روپئے,7 rupees,punjabi,money,1
اٹھ,8,punjabi,number,1
اٹھ روپئے,8 rupees,punjabi,money,1
نو,9,punjabi,number,1
نو روپئے,9 rupees,punjabi,money,1
دس,10,punjabi,number,1
دس روپئے,10 rupees,punjabi,money,1
گیارہ,11,punjabi,number,1
گیارہ روپئے,11 rupees,punjabi,money,1
بارہ,12,punjabi,number,1
بارہ روپئے,12 rupees,punjabi,money,1
تیرہ,13,punjabi,number,1
تیرہ روپئے,13 rupees,punjabi,money,1
چودہ,14,punjabi,number,1
چودہ روپئے,14 rupees,punjabi,money,1
پندرہ,15,punjabi,number,1
پندرہ روپئے,15 rupees,punjabi,money,1
ویہہ,20,punjabi,number,1
ویہہ روپئے,20 rupees,punjabi,money,1
تیہہ,30,punjabi,number,1
تیہہ روپئے,30 rupees,punjabi,money,1
چالی,40,punjabi,number,1
چالی روپئے,40 rupees,punjabi,money,1
پنجاہ,50,punjabi,number,1
پنجاہ روپئے,50 rupees,punjabi,money,1
ساٹھ,60,punjabi,number,1
ساٹھ روپئے,60 rupees,punjabi,money,1
ستر,70,punjabi,number,1
ستر روپئے,70 rupees,punjabi,money,1
اسی,80,punjabi,number,1
اسی روپئے,80 rupees,punjabi,money,1
نوے,90,punjabi,number,1
نوے روپئے,90 rupees,punjabi,money,1
سو,100,punjabi,number,1
سو روپئے,100 rupees,punjabi,money,1
یار گل,یار گل,punjabi,lahore,1
یار کم,یار کم,punjabi,lahore,1
یار بندہ,یار بندہ,punjabi,lahore,1
یار شے,یار شے,punjabi,lahore,1
پرا گل,پرا گل,punjabi,lahore,1
پرا کم,پرا کم,punjabi,lahore,1
پرا بندہ,پرا بندہ,punjabi,lahore,1
پرا شے,پرا شے,punjabi,lahore,1
وڈیا گل,وڈیا گل,punjabi,lahore,1
وڈیا کم,وڈیا کم,punjabi,lahore,1
وڈیا بندہ,وڈیا بندہ,punjabi,lahore,1
وڈیا شے,وڈیا شے,punjabi,lahore,1
چنگا گل,چنگا گل,punjabi,lahore,1
چنگا کم,چنگا کم,punjabi,lahore,1
چنگا بندہ,چنگا بندہ,punjabi,lahore,1
چنگا شے,چنگا شے,punjabi,lahore,1
وے گل,وے گل,punjabi,lahore,1
وے کم,وے کم,punjabi,lahore,1
وے بندہ,وے بندہ,punjabi,lahore,1
وے شے,وے شے,punjabi,lahore,1
جی گل,جی گل,punjabi,lahore,1
جی کم,جی کم,punjabi,lahore,1
جی بندہ,جی بندہ,punjabi,lahore,1
جی شے,جی شے,punjabi,lahore,1
ہو گل,ہو گل,punjabi,lahore,1
ہو کم,ہو کم,punjabi,lahore,1
ہو بندہ,ہو بندہ,punjabi,lahore,1
ہو شے,ہو شے,punjabi,lahore,1
نئیں گل,نئیں گل,punjabi,lahore,1
نئیں کم,نئیں کم,punjabi,lahore,1
نئیں بندہ,نئیں بندہ,punjabi,lahore,1
نئیں شے,نئیں شے,punjabi,lahore,1
کپڑا بنا رہیا اے,کپڑا بنا رہیا اے,punjabi,faisalabad,1
کپڑا ویکھ,کپڑا ویکھ,punjabi,faisalabad,1
کپڑا لے آؤ,کپڑا لے آؤ,punjabi,faisalabad,1
کپڑا بیچو,کپڑا بیچو,punjabi,faisalabad,1
کپڑا خریدو,کپڑا خریدو,punjabi,faisalabad,1
سوت بنا رہیا اے,سوت بنا رہیا اے,punjabi,faisalabad,1
سوت ویکھ,سوت ویکھ,punjabi,faisalabad,1
سوت لے آؤ,سوت لے آؤ,punjabi,faisalabad,1
سوت بیچو,سوت بیچو,punjabi,faisalabad,1
سوت خریدو,سوت خریدو,punjabi,faisalabad,1
رنگ بنا رہیا اے,رنگ بنا رہیا اے,punjabi,faisalabad,1
رنگ ویکھ,رنگ ویکھ,punjabi,faisalabad,1
رنگ لے آؤ,رنگ لے آؤ,punjabi,faisalabad,1
رنگ بیچو,رنگ بیچو,punjabi,faisalabad,1
رنگ خریدو,رنگ خریدو,punjabi,faisalabad,1
مل بنا رہیا اے,مل بنا رہیا اے,punjabi,faisalabad,1
مل ویکھ,مل ویکھ,punjabi,faisalabad,1
مل لے آؤ,مل لے آؤ,punjabi,faisalabad,1
مل بیچو,مل بیچو,punjabi,faisalabad,1
مل خریدو,مل خریدو,punjabi,faisalabad,1
فیکٹری بنا رہیا اے,فیکٹری بنا رہیا اے,punjabi,faisalabad,1
فیکٹری ویکھ,فیکٹری ویکھ,punjabi,faisalabad,1
فیکٹری لے آؤ,فیکٹری لے آؤ,punjabi,faisalabad,1
فیکٹری بیچو,فیکٹری بیچو,punjabi,faisalabad,1
فیکٹری خریدو,فیکٹری خریدو,punjabi,faisalabad,1
بنائی بنا رہیا اے,بنائی بنا رہیا اے,punjabi,faisalabad,1
بنائی ویکھ,بنائی ویکھ,punjabi,faisalabad,1
بنائی لے آؤ,بنائی لے آؤ,punjabi,faisalabad,1
بنائی بیچو,بنائی بیچو,punjabi,faisalabad,1
بنائی خریدو,بنائی خریدو,punjabi,faisalabad,1
سلائی بنا رہیا اے,سلائی بنا رہیا اے,punjabi,faisalabad,1
سلائی ویکھ,سلائی ویکھ,punjabi,faisalabad,1
سلائی لے آؤ,سلائی لے آؤ,punjabi,faisalabad,1
سلائی بیچو,سلائی بیچو,punjabi,faisalabad,1
سلائی خریدو,سلائی خریدو,punjabi,faisalabad,1
ڈیزائن بنا رہیا اے,ڈیزائن بنا رہیا اے,punjabi,faisalabad,1
ڈیزائن ویکھ,ڈیزائن ویکھ,punjabi,faisalabad,1
ڈیزائن لے آؤ,ڈیزائن لے آؤ,punjabi,faisalabad,1
ڈیزائن بیچو,ڈیزائن بیچو,punjabi,faisalabad,1
ڈیزائن خریدو,ڈیزائن خریدو,punjabi,faisalabad,1
پیٹرن بنا رہیا اے,پیٹرن بنا رہیا اے,punjabi,faisalabad,1
پیٹرن ویکھ,پیٹرن ویکھ,punjabi,faisalabad,1
پیٹرن لے آؤ,پیٹرن لے آؤ,punjabi,faisalabad,1
پیٹرن بیچو,پیٹرن بیچو,punjabi,faisalabad,1
پیٹرن خریدو,پیٹرن خریدو,punjabi,faisalabad,1
کھڈر بنا رہیا اے,کھڈر بنا رہیا اے,punjabi,faisalabad,1
کھڈر ویکھ,کھڈر ویکھ,punjabi,faisalabad,1
کھڈر لے آؤ,کھڈر لے آؤ,punjabi,faisalabad,1
کھڈر بیچو,کھڈر بیچو,punjabi,faisalabad,1
کھڈر خریدو,کھڈر خریدو,punjabi,faisalabad,1
آم لاؤ,آم لاؤ,punjabi,multan,1
آم کٹو,آم کٹو,punjabi,multan,1
آم ویچو,آم ویچو,punjabi,multan,1
آم پکیا,آم پکیا,punjabi,multan,1
آم اگیا,آم اگیا,punjabi,multan,1
کپاہ لاؤ,کپاہ لاؤ,punjabi,multan,1
کپاہ کٹو,کپاہ کٹو,punjabi,multan,1
کپاہ ویچو,کپاہ ویچو,punjabi,multan,1
کپاہ پکیا,کپاہ پکیا,punjabi,multan,1
کپاہ اگیا,کپاہ اگیا,punjabi,multan,1
گنا لاؤ,گنا لاؤ,punjabi,multan,1
گنا کٹو,گنا کٹو,punjabi,multan,1
گنا ویچو,گنا ویچو,punjabi,multan,1
گنا پکیا,گنا پکیا,punjabi,multan,1
گنا اگیا,گنا اگیا,punjabi,multan,1
گندم لاؤ,گندم لاؤ,punjabi,multan,1
گندم کٹو,گندم کٹو,punjabi,multan,1
گندم ویچو,گندم ویچو,punjabi,multan,1
گندم پکیا,گندم پکیا,punjabi,multan,1
گندم اگیا,گندم اگیا,punjabi,multan,1
دھان لاؤ,دھان لاؤ,punjabi,multan,1
دھان کٹو,دھان کٹو,punjabi,multan,1
دھان ویچو,دھان ویچو,punjabi,multan,1
دھان پکیا,دھان پکیا,punjabi,multan,1
دھان اگیا,دھان اگیا,punjabi,multan,1
فصل لاؤ,فصل لاؤ,punjabi,multan,1
فصل کٹو,فصل کٹو,punjabi,multan,1
فصل ویچو,فصل ویچو,punjabi,multan,1
فصل پکیا,فصل پکیا,punjabi,multan,1
فصل اگیا,فصل اگیا,punjabi,multan,1
کھاد لاؤ,کھاد لاؤ,punjabi,multan,1
کھاد کٹو,کھاد کٹو,punjabi,multan,1
کھاد ویچو,کھاد ویچو,punjabi,multan,1
کھاد پکیا,کھاد پکیا,punjabi,multan,1
کھاد اگیا,کھاد اگیا,punjabi,multan,1
بیج لاؤ,بیج لاؤ,punjabi,multan,1
بیج کٹو,بیج کٹو,punjabi,multan,1
بیج ویچو,بیج ویچو,punjabi,multan,1
بیج پکیا,بیج پکیا,punjabi,multan,1
بیج اگیا,بیج اگیا,punjabi,multan,1
پانی لاؤ,پانی لاؤ,punjabi,multan,1
پانی کٹو,پانی کٹو,punjabi,multan,1
پانی ویچو,پانی ویچو,punjabi,multan,1
پانی پکیا,پانی پکیا,punjabi,multan,1
پانی اگیا,پانی اگیا,punjabi,multan,1
ٹیوب ویل لاؤ,ٹیوب ویل لاؤ,punjabi,multan,1
ٹیوب ویل کٹو,ٹیوب ویل کٹو,punjabi,multan,1
ٹیوب ویل ویچو,ٹیوب ویل ویچو,punjabi,multan,1
ٹیوب ویل پکیا,ٹیوب ویل پکیا,punjabi,multan,1
ٹیوب ویل اگیا,ٹیوب ویل اگیا,punjabi,multan,1
فوج اے,فوج اے,punjabi,pindi,1
فوج جا رہیا اے,فوج جا رہیا اے,punjabi,pindi,1
فوج آیا,فوج آیا,punjabi,pindi,1
فوج گیا,فوج گیا,punjabi,pindi,1
کینٹ اے,کینٹ اے,punjabi,pindi,1
کینٹ جا رہیا اے,کینٹ جا رہیا اے,punjabi,pindi,1
کینٹ آیا,کینٹ آیا,punjabi,pindi,1
کینٹ گیا,کینٹ گیا,punjabi,pindi,1
سڑک اے,سڑک اے,punjabi,pindi,1
سڑک جا رہیا اے,سڑک جا رہیا اے,punjabi,pindi,1
سڑک آیا,سڑک آیا,punjabi,pindi,1
سڑک گیا,سڑک گیا,punjabi,pindi,1
ٹریفک اے,ٹریفک اے,punjabi,pindi,1
ٹریفک جا رہیا اے,ٹریفک جا رہیا اے,punjabi,pindi,1
ٹریفک آیا,ٹریفک آیا,punjabi,pindi,1
ٹریفک گیا,ٹریفک گیا,punjabi,pindi,1
بس اے,بس اے,punjabi,pindi,1
بس جا رہیا اے,بس جا رہیا اے,punjabi,pindi,1
بس آیا,بس آیا,punjabi,pindi,1
بس گیا,بس گیا,punjabi,pindi,1
اڈہ اے,اڈہ اے,punjabi,pindi,1
اڈہ جا رہیا اے,اڈہ جا رہیا اے,punjabi,pindi,1
اڈہ آیا,اڈہ آیا,punjabi,pindi,1
اڈہ گیا,اڈہ گیا,punjabi,pindi,1
بازار اے,بازار اے,punjabi,pindi,1
بازار جا رہیا اے,بازار جا رہیا اے,punjabi,pindi,1
بازار آیا,بازار آیا,punjabi,pindi,1
بازار گیا,بازار گیا,punjabi,pindi,1
رشتے دار اے,رشتے دار اے,punjabi,pindi,1
رشتے دار جا رہیا اے,رشتے دار جا رہیا اے,punjabi,pindi,1
رشتے دار آیا,رشتے دار آیا,punjabi,pindi,1
رشتے دار گیا,رشتے دار گیا,punjabi,pindi,1
ہل چلاؤ,ہل چلاؤ,punjabi,rural,1
بیج بوؤ,بیج بوؤ,punjabi,rural,1
فصل کٹو,فصل کٹو,punjabi,rural,1
پانی لاؤ,پانی لاؤ,punjabi,rural,1
کھاد پاؤ,کھاد پاؤ,punjabi,rural,1
بیل ہانکو,بیل ہانکو,punjabi,rural,1
